Supplier Serial Number,Item,Rev,Operation,Material,Heat,Location,Status,Defect Type,Container Type,Quantity,Tare Weight,Gross Weight,Net Weight,From Container,Active,Note,Lot Number,Master Unit No,Special Instructions,Containers,Size,Length,Tracking No,Job Operation,Job Number,Shelf Date,Cost,Customer Code,Container Mill Status,Class,Mill Coil No,OSPCoil No,Mill Order No,Mill Item No,Theoretical Weight,Mill Weight,Heat Code,Received Heat No,Release Number,Shipper Number,SCACCode,Thickness,Width,EDIKey,Actual Quantity,Job No,Supplier No,Rescale Flag,Original Scale Weight,Original Length,Proof,Proof Volume,Manufacturer Item No,Manufacturer Item Revision,Accounting Job No
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Bottom,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Pie Crust Top,,Receive EA,,,05 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05 Sugar,,Receive LBS,,,05 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Almond Extract,,Receive LBS,,,06 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Beef Front Quarter,,Receive LBS,,,06 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cherries-Pitted,,Receive LBS,,,06 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Cornstarch,,Receive LBS,,,06 Dock 1,OK,,Box,50,,,50,,1,,L200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Lemon Juice,,Receive Gallons,,,06 Dock 1,OK,,Pail,25,,,218.75,,1,,L300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Bottom,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Pie Crust Top,,Receive EA,,,06 Dock 1,OK,,Carton,100,,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,06 Sugar,,Receive LBS,,,06 Dock 1,OK,,Sack,100,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Almond Extract,,Receive LBS,,,07 Dock 1,OK,,Box,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Beef Front Quarter,,Receive LBS,,,07 Dock 1,OK,,Box,25,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07 Cherries-Pitted,,Receive LBS,,,07 Dock 1,OK,,Box,100,,,100,,1,,L100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
